episode_hash,lab,task,embodiment,duration_hours,zarr_mp4_path,scene,objects
69b33f5cc012a885e4d5cdc1,mecka,packaging_cable_ties,human_bimanual,0.019731481481481482,s3://rldb/processed_v3/mecka/freeform/69b33f5cc012a885e4d5cdc1_video.mp4,stockroom,"[""cable_ties"", ""plastic_bags"", ""bin"", ""table""]"
696bb843bd0145c530d36fb1,mecka,cutting_stickers,human_bimanual,0.024981481481481483,s3://rldb/processed_v3/mecka/freeform/696bb843bd0145c530d36fb1_video.mp4,cutting_station,"[""sticker_sheet"", ""plastic_container""]"
6973968bf08dbbe29d7decea,mecka,making_a_paper_bag,human_bimanual,0.02500925925925926,s3://rldb/processed_v3/mecka/freeform/6973968bf08dbbe29d7decea_video.mp4,workshop,"[""paper_template"", ""glue"", ""bowl"", ""tissue"", ""paper_bags""]"
69b4b072618df5d7d36be4b8,mecka,sewing_clothes,human_bimanual,0.02223148148148148,s3://rldb/processed_v3/mecka/freeform/69b4b072618df5d7d36be4b8_video.mp4,sewing_floor,"[""blue_garment"", ""fabric_scraps"", ""sewing_machine""]"
692eaf87526b2c3ac5f5b4fc,mecka,cup_on_saucer,human_bimanual,0.0017222222222222222,s3://rldb/processed_v3/mecka/flagship/692eaf87526b2c3ac5f5b4fc_video.mp4,,cup
69b8e857f95728a8dcc1f132,mecka,cleaning_cutlery,human_bimanual,0.019703703703703706,s3://rldb/processed_v3/mecka/freeform/69b8e857f95728a8dcc1f132_video.mp4,kitchen,"[""forks"", ""spoons"", ""cloth"", ""drawer_organizer"", ""stovetop""]"
692eaf5474b24813e759766d,mecka,cup_on_saucer,human_bimanual,0.0018611111111111111,s3://rldb/processed_v3/mecka/flagship/692eaf5474b24813e759766d_video.mp4,,cup
69b4ada26b5ffecb54b2f53d,mecka,assembling_components,human_bimanual,0.02249074074074074,s3://rldb/processed_v3/mecka/freeform/69b4ada26b5ffecb54b2f53d_video.mp4,packaging_area,"[""white_sheets"", ""gold_cards"", ""glue""]"
69b3a5fa977aa45ae4d31d4b,mecka,making_yarn_pom_poms,human_bimanual,0.020824074074074075,s3://rldb/processed_v3/mecka/freeform/69b3a5fa977aa45ae4d31d4b_video.mp4,gift_wrapping_station,"[""green_yarn"", ""decorative_beads"", ""paper_cup"", ""plastic_bag""]"
69b533c71bbb62ca41aef4ce,mecka,nailing_bamboo_strips,human_bimanual,0.024953703703703704,s3://rldb/processed_v3/mecka/freeform/69b533c71bbb62ca41aef4ce_video.mp4,warehouse,"[""bamboo_strips"", ""nails"", ""table"", ""chair""]"
69731e9c7721aa0f0fce7fef,mecka,cleaning_eggs,human_bimanual,0.02500925925925926,s3://rldb/processed_v3/mecka/freeform/69731e9c7721aa0f0fce7fef_video.mp4,processing_area,"[""eggs"", ""egg_trays"", ""table""]"
69b4b38c9bb62cc0996c7572,mecka,ironing_clothes,human_bimanual,0.022203703703703705,s3://rldb/processed_v3/mecka/freeform/69b4b38c9bb62cc0996c7572_video.mp4,ironing_station,"[""polo_shirts"", ""ironing_mat"", ""stool""]"
69b58ebfc773307d2dd79497,mecka,packing_nuts,human_bimanual,0.024953703703703704,s3://rldb/processed_v3/mecka/freeform/69b58ebfc773307d2dd79497_video.mp4,packaging_line,"[""nuts"", ""plastic_bags"", ""digital_scale"", ""metal_bowl"", ""blue_basket""]"
69b68a0de9a7a1d4e945b540,mecka,folding_clothes,human_bimanual,0.01723148148148148,s3://rldb/processed_v3/mecka/freeform/69b68a0de9a7a1d4e945b540_video.mp4,bedroom,"[""yellow_shirt"", ""blue_mat"", ""folded_clothes""]"
692eaa08e2322e3b092b5f30,mecka,fold_clothes,human_bimanual,0.001990740740740741,s3://rldb/processed_v3/mecka/flagship/692eaa08e2322e3b092b5f30_video.mp4,living_room,clothes
696d9bd253c138b9263a64b6,mecka,packaging_food,human_bimanual,0.020814814814814817,s3://rldb/processed_v3/mecka/freeform/696d9bd253c138b9263a64b6_video.mp4,prep_area,"[""powder"", ""pouch"", ""scale"", ""tray"", ""spoon""]"
69b4e629bb2330fd69279e5f,mecka,cleaning_shoes,human_bimanual,0.024194444444444442,s3://rldb/processed_v3/mecka/freeform/69b4e629bb2330fd69279e5f_video.mp4,stain_treatment_station,"[""shoes"", ""container"", ""cleaning_solution"", ""towel""]"
69b9b30502795913b379ab56,mecka,sharpening_knives,human_bimanual,0.024675925925925924,s3://rldb/processed_v3/mecka/freeform/69b9b30502795913b379ab56_video.mp4,dining_room,"[""knife"", ""whetstone"", ""smartphone""]"
69b9ed8829a17a0d070b1b54,mecka,organizing_drawers,human_bimanual,0.020537037037037038,s3://rldb/processed_v3/mecka/freeform/69b9ed8829a17a0d070b1b54_video.mp4,bedroom,"[""drawer"", ""tape"", ""spray_bottle"", ""cloth"", ""small_boxes""]"
692ec52a526b2c3ac5f5b55f,mecka,fold_clothes,human_bimanual,0.0015,s3://rldb/processed_v3/mecka/flagship/692ec52a526b2c3ac5f5b55f_video.mp4,living_room,clothes
69b4dbeada81c162c79f3af6,mecka,folding_clothes,human_bimanual,0.02412037037037037,s3://rldb/processed_v3/mecka/freeform/69b4dbeada81c162c79f3af6_video.mp4,stockroom,"[""cloths"", ""plastic_bags"", ""cardboard_boxes""]"
69b272549d392f8f48028648,mecka,organizing_earphones,human_bimanual,0.018592592592592595,s3://rldb/processed_v3/mecka/freeform/69b272549d392f8f48028648_video.mp4,display_area,"[""earphone_boxes"", ""smartphone_boxes"", ""yellow_cloth""]"
69b88d520a2a5b0d03eb86bd,mecka,cleaning_wooden_board,human_bimanual,0.023314814814814816,s3://rldb/processed_v3/mecka/freeform/69b88d520a2a5b0d03eb86bd_video.mp4,kitchen,"[""wooden_board"", ""knife"", ""sink"", ""dish_rack"", ""plastic_containers""]"
69b411e943e27b77e8b85a6c,mecka,scrubbing_pots,human_bimanual,0.03053703703703704,s3://rldb/processed_v3/mecka/freeform/69b411e943e27b77e8b85a6c_video.mp4,kitchen,"[""metal_pot"", ""sponge"", ""dish_soap_bottles"", ""sink""]"
69b330e4b35b907423cd01d3,mecka,polishing_jewelry,human_bimanual,0.019435185185185187,s3://rldb/processed_v3/mecka/freeform/69b330e4b35b907423cd01d3_video.mp4,polishing_area,"[""jewelry_piece"", ""rotary_tool"", ""brush"", ""workbench""]"
6972766c09f6e6414b18e146,mecka,assembling_bolts_and_nuts,human_bimanual,0.026398148148148146,s3://rldb/processed_v3/mecka/freeform/6972766c09f6e6414b18e146_video.mp4,hardware_section,"[""screws"", ""nuts"", ""containers"", ""table""]"
69b54fdb9c7daebcace620c3,mecka,testing_circuit_boards,human_bimanual,0.024953703703703704,s3://rldb/processed_v3/mecka/freeform/69b54fdb9c7daebcace620c3_video.mp4,repair_bench,"[""circuit_board"", ""analog_multimeter"", ""soldering_iron"", ""solder_wire"", ""air_blower""]"
69b4e4e610fc8b8f16665bc3,mecka,packaging_packets,human_bimanual,0.02424074074074074,s3://rldb/processed_v3/mecka/freeform/69b4e4e610fc8b8f16665bc3_video.mp4,packaging_area,"[""cardboard_box"", ""packets"", ""heat_sealer""]"
69b4d68b85a10d02e9a92f0a,mecka,weeding_grass,human_bimanual,0.02371296296296296,s3://rldb/processed_v3/mecka/freeform/69b4d68b85a10d02e9a92f0a_video.mp4,vegetable_garden,"[""weeds"", ""soil"", ""stones"", ""plastic_mulch""]"
69b4accdb1370a7b23cf14f6,mecka,repairing_laptops,human_bimanual,0.022175925925925925,s3://rldb/processed_v3/mecka/freeform/69b4accdb1370a7b23cf14f6_video.mp4,repair_bench,"[""laptop"", ""screws""]"
69b8ced1ad4a5ebbe874b1a7,mecka,cooking,human_bimanual,0.02526851851851852,s3://rldb/processed_v3/mecka/freeform/69b8ced1ad4a5ebbe874b1a7_video.mp4,kitchen,"[""pan"", ""lid"", ""spatula"", ""container"", ""stove""]"
69b3e4a29c7daebcace61367,mecka,brushing_shoes,human_bimanual,0.020787037037037034,s3://rldb/processed_v3/mecka/freeform/69b3e4a29c7daebcace61367_video.mp4,stain_treatment_station,"[""sneakers"", ""towel"", ""plastic_container""]"
69b52fbbeec4d2ca74dedb83,mecka,folding_paper,human_bimanual,0.02499074074074074,s3://rldb/processed_v3/mecka/freeform/69b52fbbeec4d2ca74dedb83_video.mp4,backroom,"[""paper"", ""tape"", ""marker"", ""boxes"", ""table""]"
69b52215b7c7ad88170d3f5b,mecka,cleaning_candles,human_bimanual,0.024953703703703704,s3://rldb/processed_v3/mecka/freeform/69b52215b7c7ad88170d3f5b_video.mp4,packaging_area,"[""candle_tins"", ""plastic_bag"", ""cloth"", ""cardboard_box""]"
6973970bb962205aaea64171,mecka,cleaning_and_packaging_items,human_bimanual,0.025018518518518516,s3://rldb/processed_v3/mecka/freeform/6973970bb962205aaea64171_video.mp4,gift_wrapping_station,"[""glasses"", ""cleaning_cloth"", ""bubble_wrap"", ""cardboard_box"", ""shipping_bag""]"
696ac83276b41c2326097a2e,mecka,cleaning_shoes,human_bimanual,0.020277777777777777,s3://rldb/processed_v3/mecka/freeform/696ac83276b41c2326097a2e_video.mp4,repair_bench,"[""shoe"", ""cleaning_solution""]"
693a349f719ca5bb1f88d506,mecka,bottling_liquids,human_bimanual,0.023898148148148148,s3://rldb/processed_v3/mecka/freeform/693a349f719ca5bb1f88d506_video.mp4,office,"[""plastic_bottle"", ""liquid"", ""measuring_cup"", ""bucket"", ""bottle_caps""]"
69b687217453da4a28af0c1d,mecka,preparing_food,human_bimanual,0.01701851851851852,s3://rldb/processed_v3/mecka/freeform/69b687217453da4a28af0c1d_video.mp4,kitchen,"[""bowls"", ""plates"", ""fish"", ""cutting_board"", ""sink""]"
692ea30840338017b7f998eb,mecka,cup_on_saucer,human_bimanual,0.001,s3://rldb/processed_v3/mecka/flagship/692ea30840338017b7f998eb_video.mp4,,cup
692ea7684e86f0c01a20723f,mecka,cup_on_saucer,human_bimanual,0.0013333333333333333,s3://rldb/processed_v3/mecka/flagship/692ea7684e86f0c01a20723f_video.mp4,,cup
69b86826cb09b7e97b870909,mecka,dishwashing,human_bimanual,0.020185185185185188,s3://rldb/processed_v3/mecka/freeform/69b86826cb09b7e97b870909_video.mp4,kitchen,"[""high_chair_tray"", ""pitcher"", ""sponge"", ""faucet"", ""dish_soap_bottle""]"
696e311cb588c5a56a13cd4e,mecka,decanting_perfume,human_bimanual,0.024981481481481483,s3://rldb/processed_v3/mecka/freeform/696e311cb588c5a56a13cd4e_video.mp4,testing_counter,"[""aluminum_bottle"", ""glass_bottles"", ""white_powder""]"
696e2e5828c744a0fcac8b20,mecka,packaging_perfumes,human_bimanual,0.015259259259259259,s3://rldb/processed_v3/mecka/freeform/696e2e5828c744a0fcac8b20_video.mp4,stockroom,"[""perfume_bottles"", ""cardboard_boxes"", ""droppers""]"
692ea1efb0d3d3c9d260698d,mecka,cup_on_saucer,human_bimanual,0.0009074074074074073,s3://rldb/processed_v3/mecka/flagship/692ea1efb0d3d3c9d260698d_video.mp4,,cup
692eac7274b24813e759760f,mecka,cup_on_saucer,human_bimanual,0.001824074074074074,s3://rldb/processed_v3/mecka/flagship/692eac7274b24813e759760f_video.mp4,,cup
69b2624f0969c15295529103,mecka,cleaning_spoons,human_bimanual,0.016777777777777777,s3://rldb/processed_v3/mecka/freeform/69b2624f0969c15295529103_video.mp4,showroom,"[""metal_spoons"", ""cloth"", ""plastic_bag"", ""container""]"
69b22fd678229008825142a6,mecka,assembling_boxes,human_bimanual,0.01800925925925926,s3://rldb/processed_v3/mecka/freeform/69b22fd678229008825142a6_video.mp4,finishing_area,"[""cardboard_panels"", ""glue"", ""cover_material"", ""base_sheet""]"
69b325233fe909f963ff512c,mecka,repairing_laptops,human_bimanual,0.01924074074074074,s3://rldb/processed_v3/mecka/freeform/69b325233fe909f963ff512c_video.mp4,repair_bench,"[""laptop"", ""ribbon_cable"", ""brush"", ""pliers""]"
69b56a877c84b98b9831e9f3,mecka,inspecting_screen_protectors,human_bimanual,0.024953703703703704,s3://rldb/processed_v3/mecka/freeform/69b56a877c84b98b9831e9f3_video.mp4,repair_center,"[""screen_protectors"", ""packaging_boxes"", ""sleeves"", ""mobile_phone""]"
69bad31993a2e9a8268a7dd0,mecka,dishwashing,human_bimanual,0.026444444444444444,s3://rldb/processed_v3/mecka/freeform/69bad31993a2e9a8268a7dd0_video.mp4,kitchen,"[""plates"", ""bowls"", ""sponge"", ""dish_rack"", ""sink""]"
69b4ae3453e0e51b6dd346d7,mecka,folding_clothes,human_bimanual,0.022481481481481484,s3://rldb/processed_v3/mecka/freeform/69b4ae3453e0e51b6dd346d7_video.mp4,stockroom,"[""cloths"", ""plastic_bags"", ""cardboard_boxes""]"
69720c9c80867d15a70f2de7,mecka,cutting_food_wrappers,human_bimanual,0.02500925925925926,s3://rldb/processed_v3/mecka/freeform/69720c9c80867d15a70f2de7_video.mp4,break_room,"[""plastic_wrappers"", ""bedspread""]"
696b6ab31c7532ffed13fc03,mecka,packaging_food,human_bimanual,0.02775925925925926,s3://rldb/processed_v3/mecka/freeform/696b6ab31c7532ffed13fc03_video.mp4,packaging_line,"[""snacks"", ""plastic_bags"", ""container""]"
69b25cf5b46029d141170c8b,mecka,bagging_coffee_beans,human_bimanual,0.018046296296296296,s3://rldb/processed_v3/mecka/freeform/69b25cf5b46029d141170c8b_video.mp4,packaging_area,"[""coffee_beans"", ""digital_scale"", ""plastic_bags"", ""bowl"", ""container""]"
